Date,IVW,VUG,XLU,XLP,spread
2005-01-04,-0.00783955041920259,-0.0088464129019038,-0.006901389323982987,-0.0034667305110608337,1.9909999370574951
2005-01-05,-0.0052679542160535275,-0.0039666220784150275,-0.01572832187101547,-0.005217069544051212,1.9949998855590834
2005-01-06,0.0031774237042923037,-0.00019906422798809942,0.0052022006813021715,0.004807454587956839,2.004999876022339
2005-01-07,-0.00035179268967977517,-0.0023903808442797825,0.0,0.004785101981428008,2.007999897003174
2005-01-10,0.005632765378001947,0.004192621191401624,0.005176303249499359,0.006060611710121844,2.0049998760223398
2005-01-11,-0.006126263653984831,-0.0033792765075448816,-0.0029424681246585926,-0.004302991068084627,1.941999912261963
2005-01-12,0.003874878628050027,0.003590440377923665,0.002951151794745588,0.0030248888698005683,1.944000005722046
2005-01-13,-0.008596920265981911,-0.01133013664249316,0.004781018858188046,-0.0064622242737446545,1.8849997520446777
2005-01-14,0.0065477912263136595,0.00784138537472101,0.008418744538857048,0.005637558400285236,1.8960001468658447
2005-01-18,0.009141715124986405,0.006183394168273404,0.008711553230122293,0.010349141289338837,1.8930001258850098
2005-01-19,-0.00975584644915406,-0.008524782457260072,-0.004318194391608632,-0.0017074363760440914,1.8599998950958248
2005-01-20,-0.008444687741628876,-0.008197994164358513,-0.003252798950832858,-0.0008548242688513064,1.8580000400543213
2005-01-21,-0.005500507817261302,-0.007056633373184407,-0.003988377880791427,-0.008557895124800097,1.8400001525878906
2005-01-24,-0.006422340700186546,-0.005076260043461511,0.0087367084269252,-0.0038846266110968974,1.821000099182129
2005-01-25,0.006823115557151871,0.002652751162485867,-0.005773859470602383,0.0038997757838843405,1.8280000686645512
2005-01-26,0.003388704230512962,0.007938647369040375,0.014519375239697263,-0.0008634409946598476,1.8269999027252197
2005-01-27,0.0007107135155199895,0.00020187809898697395,0.005008556822111876,0.005615570938440229,1.8199996948242188
2005-01-28,-0.0008877167724925528,-0.005249592108370393,0.0010678429396291378,0.0004293249274631705,1.7309999465942387
2005-01-31,0.004444207831936886,0.01055430248216438,0.01137998295669318,0.0025766221308149984,1.7109999656677246
2005-02-01,0.007079499693872338,0.0036152448927992964,0.006680634609782077,0.00042817967031871795,1.6740002632141109
2005-02-02,0.005096947435462074,0.004402462430306731,0.003842312396107772,0.008133279046711017,1.681999921798706
2005-02-03,-0.002972414035451565,-0.004781815877531681,0.00278301749245502,-0.0016981739214531055,1.7310001850128174
2005-02-04,0.010171564896201524,0.006406103574385202,0.009716174976805547,0.00552908761423665,1.6510000228881836
2005-02-07,-0.0019097281446325276,0.0041777974188930145,-0.0020625133400576923,-0.0021151968076139616,1.6150000095367432
2005-02-08,-0.0008698607651694834,0.00039626592245656234,0.0058541599991976945,0.001272173332387716,1.5720002651214608
2005-02-09,-0.008530550311514618,-0.009307056539148872,-0.005820088271248358,-0.008890743040898874,1.5099999904632568
2005-02-10,0.005267517476357231,0.001999056119878384,0.0010333880466606438,-0.00042771911370942384,1.6059999465942383
2005-02-11,0.006113858194427779,0.011170732414043538,0.0006882823256542103,0.0059833389277967886,1.6009998321533203
2005-02-14,0.0015623792278092186,-0.0015782161409754192,0.008937633867850181,0.0004247237940810944,1.5909998416900635
2005-02-15,0.004160477686646846,0.002370831781432825,-0.0017040537158988789,0.0016982442566886302,1.5659999847412114
2005-02-16,0.0010358528925737964,0.0019712853150799514,0.002731045288667966,0.002543293424904114,1.63100004196167
2005-02-17,-0.008449896672016233,-0.007082086174238111,-0.0020423849326789423,-0.006342348864066483,1.6579999923706055
2005-02-18,0.003130278879705628,-0.0019816278298085965,-0.010573321273915082,-0.0012762701644094543,1.7080001831054688
2005-02-22,-0.014043376678504416,-0.009926493005107062,-0.023784646730732772,-0.01491277497422605,1.7119998931884766
2005-02-23,0.005803165587290993,0.0022053599508382593,0.005296342119061492,0.0025951381083741953,1.6430001258850098
2005-02-24,0.008741230005935519,0.005402254757531644,0.007727674323962486,0.004745521498941585,1.6440000534057617
2005-02-25,0.00745238609639709,0.007960368103850701,0.019518667204200257,0.003435330226745359,1.5969998836517334
2005-02-28,-0.0043010761889767934,-0.003158644299332547,-0.0068376244369008354,-0.0021397750082216005,1.6690001487731934
2005-03-01,0.0029374962775299274,0.0031686529468999414,0.0027542071325534767,0.008147799843310155,1.6800003051757812
2005-03-02,0.0024114798127579107,0.0019740238221179762,-0.0010295827877263575,-0.0025522280263736707,1.7020001411437988
2005-03-03,0.0003434851811960904,-0.0017728687109063168,0.005154036603586487,0.0068227910832439065,1.690999984741211
2005-03-04,0.008761761161165893,0.009672613679306608,0.015726712313596458,0.005082627512233762,1.6180000305175781
2005-03-07,0.00017027714935724525,0.005082956851523379,0.0070687172866517045,-0.0029498205921347775,1.626999855041504
2005-03-08,-0.0044271297642488605,-0.006613456160334041,-0.0066850349074490945,-0.004649246518928285,1.683000087738037
2005-03-09,-0.00684105966406201,-0.008811489485542112,-0.017833007295927183,-0.007219067882294095,1.8220000267028809
2005-03-10,0.0022383807863490812,0.0001975849437083621,0.006509528568737988,0.002139286419463371,1.7720000743865967
2005-03-11,-0.00859069858519168,-0.0057281751379985035,-0.004425380896326936,-0.007682968824086478,1.8429999351501465
2005-03-14,0.0025994811038450027,0.0023841138037861143,0.015385196856025685,0.003011005730343408,1.8039999008178706
2005-03-15,-0.007260140041739027,-0.00436046374894139,-0.004377500042025972,-0.006003578437604906,1.804999828338623
2005-03-16,-0.007661005985382885,-0.009553738717330673,-0.009131112192955704,-0.0025884207989184116,1.7860000133514404
2005-03-17,0.0007013477835708937,0.001406521819595108,0.005802076605992745,0.00346059012364508,1.7429997920989986
2005-03-18,0.0017534925929918455,-0.005016889993083917,-0.0030086088081809903,-0.003202981052777165,1.7690000534057617
